EmployeeNumber,EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TerminationDate,BusinessTravel,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
7031,EMP07031,John,Gross,Male,55,Married,High School,Marketing,HR,HR Manager,3,2022-01-16,3,1,0,0,No,,Non-Travel,288,33,1,36,4,1,58685,64553.50000000001,1,Y,No,17,3,3,40,0,4,1,2
7032,EMP07032,William,Randall,Male,29,Single,Associate,Technical Degree,HR,HR Manager,3,2018-12-13,6,2,0,6,No,,Non-Travel,384,19,1,48,1,4,66242,72866.20000000001,7,Y,No,18,3,2,40,0,13,0,2
7033,EMP07033,Brandon,Contreras,Male,32,Single,High School,Life Sciences,Sales,Sales Executive,1,2022-01-01,3,2,0,3,No,,Non-Travel,360,13,1,45,4,4,40830,44913.0,7,Y,No,15,3,1,40,0,10,5,3
7034,EMP07034,Anthony,Park,Male,35,Married,Bachelor,Life Sciences,R&D,Director of R&D,5,2024-12-28,0,0,0,0,No,,Non-Travel,384,31,1,48,1,4,136072,149679.2,4,Y,Yes,12,3,3,40,0,4,0,4
7035,EMP07035,Dana,Mcintyre,Female,33,Married,Master,Marketing,HR,HR Director,5,2024-04-28,1,1,1,0,No,,Non-Travel,256,17,1,32,1,1,75750,83325.0,0,Y,No,24,3,3,40,1,1,2,3
7036,EMP07036,Martin,Salazar,Male,38,Married,Master,Marketing,Sales,Sales Manager,3,2024-12-14,0,0,0,0,No,,Non-Travel,464,22,1,58,4,4,81431,89574.1,3,Y,No,25,4,1,40,0,3,3,2
7037,EMP07037,Luis,Butler,Male,46,Divorced,Associate,Other,Sales,Sales Director,5,2022-08-08,2,0,0,2,Yes,2024-12-20,Non-Travel,280,39,1,35,4,3,107536,118289.6,10,Y,No,14,3,2,40,0,12,3,2
7038,EMP07038,Taylor,West,Female,49,Married,Bachelor,Marketing,Sales,Sales Manager,3,2019-06-07,3,3,1,1,Yes,2022-06-28,Non-Travel,296,37,1,37,2,1,65780,72358.0,5,Y,No,23,3,4,40,0,8,3,4
7039,EMP07039,Angela,Hunt,Female,40,Married,Master,Technical Degree,R&D,Director of R&D,5,2023-04-02,1,0,0,0,Yes,2024-08-02,Non-Travel,368,42,1,46,4,2,156663,172329.30000000002,7,Y,Yes,14,2,2,40,1,8,3,2
7040,EMP07040,Brian,Lewis,Male,46,Divorced,Associate,Technical Degree,Sales,Sales Manager,3,2023-04-03,2,2,0,0,No,,Non-Travel,360,1,1,45,2,4,81452,89597.20000000001,2,Y,Yes,14,4,4,40,0,4,0,3
7041,EMP07041,Amber,Ellis,Female,54,Single,Master,Technical Degree,R&D,Director of R&D,5,2024-08-02,0,0,0,0,No,,Non-Travel,192,16,1,24,2,4,145668,160234.80000000002,6,Y,Yes,22,3,1,40,0,6,4,4
7042,EMP07042,Susan,Phillips,Female,52,Married,Associate,Marketing,Sales,Sales Director,5,2022-08-07,2,0,0,1,No,,Non-Travel,232,15,1,29,1,1,81948,90142.8,9,Y,Yes,22,4,2,40,0,11,0,2
7043,EMP07043,Matthew,Donaldson,Male,33,Single,Bachelor,Technical Degree,R&D,R&D Manager,4,2023-05-16,2,1,0,2,No,,Non-Travel,344,38,1,43,4,4,115591,127150.1,5,Y,Yes,22,4,3,40,0,7,2,3
7044,EMP07044,Brandon,Wilson,Male,53,Married,Master,Other,R&D,Director of R&D,5,2022-07-22,2,0,0,0,No,,Travel_Rarely,264,25,1,33,3,2,164455,180900.50000000003,1,Y,No,12,3,2,40,1,3,6,4
7045,EMP07045,Brent,Henderson,Male,55,Married,Bachelor,Other,R&D,R&D Manager,4,2024-11-06,0,0,0,0,Yes,,Non-Travel,224,46,1,28,4,4,96835,106518.50000000001,4,Y,No,14,3,4,40,0,4,4,3
7046,EMP07046,Tammy,Porter,Female,32,Single,Associate,Marketing,R&D,Director of R&D,5,2020-09-04,4,0,0,3,No,,Non-Travel,336,5,1,42,1,3,133776,147153.6,2,Y,No,13,2,2,40,0,6,5,4
7047,EMP07047,John,Moore,Male,55,Divorced,Bachelor,Technical Degree,Sales,Sales Executive,1,2022-11-09,0,0,0,0,Yes,2023-08-30,Travel_Frequently,464,12,1,58,1,1,43168,47484.8,4,Y,No,18,3,3,40,0,4,2,2
7048,EMP07048,Jamie,Warren,Female,47,Married,Master,Life Sciences,R&D,Director of R&D,5,2016-02-06,9,9,0,5,No,,Travel_Frequently,464,38,1,58,2,1,151546,166700.6,7,Y,Yes,25,3,4,40,1,16,2,4
7049,EMP07049,Andrew,Christensen,Male,43,Married,Master,Marketing,HR,HR Director,5,2018-08-15,3,0,0,3,Yes,2022-05-20,Non-Travel,208,48,1,26,4,1,86029,94631.90000000001,1,Y,No,11,4,2,40,0,4,5,1
7050,EMP07050,Alan,Carr,Male,47,Married,Bachelor,Marketing,R&D,Director of R&D,5,2021-11-15,3,3,0,1,No,,Non-Travel,424,44,1,53,2,2,140161,154177.1,7,Y,Yes,16,4,1,40,0,10,2,2
7051,EMP07051,Christine,Smith,Female,47,Single,High School,Technical Degree,Sales,Sales Executive,1,2024-06-18,0,0,0,0,No,,Non-Travel,160,8,1,20,3,2,52551,57806.100000000006,0,Y,No,25,3,3,40,0,0,0,4
7052,EMP07052,Marcus,Joyce,Male,49,Divorced,Associate,Medical,Sales,Sales Manager,3,2016-10-25,8,6,5,2,No,,Non-Travel,424,17,1,53,3,2,62472,68719.20000000001,3,Y,Yes,22,5,4,40,0,11,3,1
7053,EMP07053,Cynthia,Peterson,Female,30,Married,Associate,Life Sciences,HR,HR Specialist,1,2024-06-28,0,0,0,0,Yes,2024-12-27,Non-Travel,432,15,1,54,1,4,42466,46712.600000000006,6,Y,No,22,2,3,40,1,6,0,4
7054,EMP07054,Gregory,Fuller,Male,52,Divorced,Bachelor,Life Sciences,R&D,Director of R&D,5,2019-01-23,6,0,0,2,No,,Non-Travel,440,33,1,55,2,1,147726,162498.6,7,Y,Yes,22,4,3,40,2,13,6,2
7055,EMP07055,Kelsey,Wise,Female,56,Single,Bachelor,Marketing,R&D,Director of R&D,5,2018-12-06,5,1,0,4,Yes,2024-09-02,Non-Travel,472,49,1,59,4,3,145298,159827.80000000002,9,Y,Yes,15,5,3,40,0,14,1,3
7056,EMP07056,Justin,Thomas,Male,49,Single,PhD,Marketing,Sales,Sales Director,5,2020-10-14,4,3,0,1,No,,Non-Travel,264,8,1,33,4,2,128581,141439.1,4,Y,No,19,2,4,40,1,8,1,3
7057,EMP07057,Lindsey,Johnson,Female,43,Married,High School,Marketing,Sales,Sales Executive,1,2020-11-05,3,1,0,1,Yes,2024-07-09,Travel_Rarely,384,32,1,48,4,2,57161,62877.100000000006,6,Y,No,24,3,4,40,0,9,0,2
7058,EMP07058,Jon,Moore,Male,37,Single,PhD,Technical Degree,Sales,Sales Director,5,2024-01-28,1,0,0,1,No,,Travel_Frequently,312,37,1,39,3,4,128253,141078.30000000002,4,Y,No,21,3,1,40,3,5,4,2
7059,EMP07059,Brent,Griffin,Male,34,Married,Bachelor,Other,R&D,Director of R&D,5,2019-12-14,5,4,2,5,No,,Travel_Frequently,376,32,1,47,4,2,131032,144135.2,8,Y,No,23,3,1,40,0,13,3,3
7060,EMP07060,Julie,Mclaughlin,Female,35,Married,Master,Other,HR,HR Director,5,2023-08-20,1,0,0,0,No,,Non-Travel,416,27,1,52,1,3,84369,92805.90000000001,3,Y,Yes,22,3,4,40,0,4,0,4
7061,EMP07061,Sandra,Tyler,Female,42,Single,Associate,Marketing,R&D,Senior Researcher,2,2024-08-13,0,0,0,0,No,,Travel_Rarely,312,1,1,39,3,2,87904,96694.40000000001,8,Y,Yes,16,4,2,40,2,8,4,2
7062,EMP07062,Michael,Edwards,Male,54,Married,Associate,Other,R&D,R&D Manager,4,2010-03-10,15,8,0,12,No,,Travel_Frequently,368,8,1,46,1,3,113648,125012.8,10,Y,No,24,3,3,40,0,25,4,3
7063,EMP07063,Kyle,Wade,Male,44,Single,Master,Marketing,Sales,Sales Director,5,2017-12-11,7,7,2,5,No,,Non-Travel,448,38,1,56,1,3,117271,128998.1,4,Y,No,22,3,4,40,1,11,3,1
7064,EMP07064,Trevor,Walker,Male,51,Single,Associate,Marketing,Sales,Sales Manager,3,2022-02-11,3,1,0,3,No,,Non-Travel,176,41,1,22,2,2,74297,81726.70000000001,2,Y,No,25,3,3,40,2,5,5,3
7065,EMP07065,James,Williams,Male,57,Married,Master,Marketing,HR,HR Director,5,2024-07-22,0,0,0,0,No,,Non-Travel,216,5,1,27,3,1,84880,93368.00000000001,6,Y,Yes,11,3,2,40,1,6,3,4
7066,EMP07066,David,Russell,Male,48,Divorced,Master,Technical Degree,Sales,Sales Director,5,2023-08-20,1,1,1,0,No,,Non-Travel,200,26,1,25,4,3,104971,115468.1,8,Y,No,24,2,3,40,2,9,2,3
7067,EMP07067,Kenneth,Carr,Male,40,Single,Master,Life Sciences,Sales,Sales Director,5,2024-04-16,1,0,0,1,No,,Travel_Frequently,416,6,1,52,2,1,105628,116190.8,8,Y,No,23,3,3,40,2,9,0,4
7068,EMP07068,Faith,Roberts,Female,37,Married,Bachelor,Technical Degree,HR,HR Manager,3,2020-03-12,5,0,0,1,No,,Non-Travel,328,40,1,41,3,2,55187,60705.700000000004,7,Y,Yes,25,5,2,40,0,12,1,2
7069,EMP07069,Jacob,Nguyen,Male,48,Married,Bachelor,Marketing,HR,HR Director,5,2021-10-22,3,3,0,0,No,,Non-Travel,264,39,1,33,2,4,86413,95054.3,10,Y,Yes,11,4,2,40,0,13,0,2
7070,EMP07070,Christopher,Greer,Male,42,Divorced,Associate,Technical Degree,HR,HR Director,5,2023-12-15,0,0,0,0,Yes,2024-10-24,Non-Travel,224,31,1,28,4,1,73798,81177.8,6,Y,Yes,14,5,1,40,1,6,6,4
7071,EMP07071,James,Kemp,Male,59,Married,Master,Technical Degree,HR,HR Director,5,2015-08-14,9,5,1,2,No,,Non-Travel,464,23,1,58,4,3,79026,86928.6,5,Y,Yes,18,4,1,40,0,14,6,2
7072,EMP07072,Kathleen,Thompson,Female,56,Married,Bachelor,Marketing,R&D,R&D Manager,4,2024-10-25,0,0,0,0,No,,Travel_Frequently,360,48,1,45,1,3,91288,100416.8,4,Y,No,25,3,1,40,1,4,3,3
7073,EMP07073,Ashley,Robinson,Female,47,Single,Associate,Medical,R&D,R&D Manager,4,2024-07-06,0,0,0,0,No,,Non-Travel,312,6,1,39,1,2,91131,100244.1,9,Y,Yes,11,4,2,40,0,9,2,3
7074,EMP07074,Michael,Reyes,Male,32,Divorced,PhD,Life Sciences,R&D,Director of R&D,5,2019-04-08,6,1,1,2,No,,Non-Travel,176,33,1,22,4,4,172166,189382.6,9,Y,Yes,12,3,4,40,0,15,6,3
7075,EMP07075,Jennifer,Lucas,Female,42,Single,Associate,Life Sciences,R&D,Director of R&D,5,2022-06-27,2,0,0,2,No,,Non-Travel,160,35,1,20,3,2,127552,140307.2,4,Y,No,25,3,3,40,1,6,6,3
7076,EMP07076,Charles,Bennett,Male,25,Single,Associate,Other,R&D,Research Scientist,1,2023-01-16,2,2,0,2,No,,Non-Travel,440,3,1,55,3,4,56256,61881.600000000006,0,Y,No,14,3,1,40,2,2,5,4
7077,EMP07077,Nicole,Carter,Female,35,Married,High School,Marketing,R&D,Research Scientist,1,2018-04-09,7,2,0,2,No,,Non-Travel,256,21,1,32,2,1,67655,74420.5,0,Y,No,20,3,2,40,0,7,2,3
7078,EMP07078,Rachel,Jones,Female,37,Single,PhD,Technical Degree,R&D,Director of R&D,5,2022-12-27,0,0,0,0,Yes,2023-07-18,Travel_Rarely,424,25,1,53,3,2,160160,176176.0,0,Y,Yes,14,2,4,40,0,0,6,4
7079,EMP07079,Carla,Adams,Female,42,Married,Master,Other,Sales,Sales Director,5,2013-07-27,11,5,0,2,No,,Travel_Frequently,344,18,1,43,4,3,105340,115874.00000000001,5,Y,Yes,22,3,1,40,2,16,6,3
7080,EMP07080,Autumn,Berry,Female,56,Married,Master,Life Sciences,R&D,Director of R&D,5,2022-10-09,0,0,0,0,Yes,2023-07-12,Travel_Rarely,352,36,1,44,1,4,135470,149017.0,8,Y,Yes,17,4,4,40,1,8,2,4
7081,EMP07081,Joseph,Johnson,Male,35,Single,Bachelor,Technical Degree,Sales,Sales Manager,3,2022-09-12,2,2,2,1,No,,Non-Travel,464,9,1,58,3,3,71777,78954.70000000001,1,Y,Yes,23,2,4,40,1,3,6,2
7082,EMP07082,Cameron,Hanson,Male,46,Single,Associate,Other,R&D,Senior Researcher,2,2012-07-05,12,8,2,8,No,,Non-Travel,272,6,1,34,2,2,94373,103810.3,0,Y,No,22,4,4,40,1,12,3,2
7083,EMP07083,Stephanie,Mendez,Female,57,Married,Bachelor,Technical Degree,HR,HR Director,5,2017-10-14,7,1,1,3,No,,Non-Travel,360,37,1,45,4,4,81755,89930.5,3,Y,No,21,4,4,40,0,10,6,3
7084,EMP07084,Steven,Moore,Male,48,Single,Bachelor,Technical Degree,R&D,Senior Researcher,2,2020-07-08,4,0,0,3,No,,Non-Travel,416,43,1,52,4,1,80189,88207.90000000001,9,Y,Yes,16,2,1,40,2,13,0,4
7085,EMP07085,Jordan,Phelps,Male,53,Married,PhD,Technical Degree,HR,HR Director,5,2022-09-23,2,1,1,1,No,,Non-Travel,240,31,1,30,4,1,78403,86243.3,2,Y,No,23,4,2,40,0,4,4,3
7086,EMP07086,Stephanie,Johnson,Female,45,Married,High School,Life Sciences,R&D,R&D Manager,4,2021-08-08,3,2,0,2,No,,Non-Travel,432,16,1,54,4,2,108678,119545.8,6,Y,Yes,15,4,3,40,1,9,0,3
7087,EMP07087,Anita,Hernandez,Female,43,Divorced,Master,Medical,R&D,Director of R&D,5,2023-11-13,1,1,1,0,Yes,2024-12-18,Travel_Rarely,440,2,1,55,3,3,164275,180702.50000000003,7,Y,No,22,3,4,40,0,8,3,2
7088,EMP07088,Jeremy,Henry,Male,46,Single,Bachelor,Technical Degree,R&D,Director of R&D,5,2024-09-03,0,0,0,0,No,,Travel_Frequently,288,11,1,36,3,1,154722,170194.2,8,Y,No,11,5,4,40,0,8,4,1
7089,EMP07089,Kenneth,Hill,Male,47,Married,PhD,Technical Degree,Sales,Sales Director,5,2023-02-26,2,1,1,2,No,,Non-Travel,240,38,1,30,3,1,105528,116080.8,0,Y,No,12,3,1,40,0,2,0,3
7090,EMP07090,Mark,Ali,Male,55,Married,Bachelor,Life Sciences,Sales,Sales Director,5,2018-10-07,6,1,0,1,No,,Travel_Rarely,288,21,1,36,3,2,101953,112148.3,0,Y,No,21,4,2,40,0,6,2,2
7091,EMP07091,Joseph,Olson,Male,38,Married,Master,Marketing,R&D,R&D Manager,4,2013-09-18,11,7,7,1,No,,Non-Travel,416,25,1,52,4,3,119371,131308.1,10,Y,No,23,3,1,40,1,21,1,2
7092,EMP07092,Erin,Clark,Female,34,Married,Master,Marketing,Sales,Sales Manager,3,2024-05-10,0,0,0,0,Yes,2024-12-03,Non-Travel,208,41,1,26,2,2,66059,72664.90000000001,6,Y,No,21,4,3,40,0,6,1,2
7093,EMP07093,Jeffery,Miller,Male,46,Married,Associate,Technical Degree,R&D,R&D Manager,4,2022-02-06,3,3,2,1,No,,Non-Travel,440,35,1,55,4,4,91045,100149.50000000001,1,Y,No,19,3,1,40,0,4,2,4
7094,EMP07094,Brenda,Gonzalez,Female,47,Married,Bachelor,Life Sciences,R&D,R&D Manager,4,2020-05-16,5,2,2,4,No,,Non-Travel,184,23,1,23,1,3,122921,135213.1,0,Y,No,20,3,4,40,0,5,2,2
7095,EMP07095,Diane,Lane,Female,53,Single,Associate,Life Sciences,R&D,Senior Researcher,2,2023-08-26,1,1,1,0,No,,Non-Travel,312,11,1,39,1,1,85862,94448.20000000001,7,Y,Yes,14,3,2,40,0,8,0,4
7096,EMP07096,Jessica,Bowen,Female,51,Single,PhD,Technical Degree,R&D,R&D Manager,4,2020-10-09,4,0,0,4,No,,Non-Travel,184,24,1,23,1,1,112708,123978.8,4,Y,Yes,17,4,1,40,0,8,1,3
7097,EMP07097,Stephen,Dillon,Male,51,Married,Master,Marketing,HR,HR Director,5,2024-01-07,1,0,0,1,No,,Non-Travel,216,14,1,27,3,4,90907,99997.70000000001,7,Y,No,13,2,4,40,0,8,0,4
7098,EMP07098,Patrick,Vargas,Male,43,Single,Bachelor,Life Sciences,Sales,Sales Director,5,2020-01-07,5,3,1,3,No,,Non-Travel,392,29,1,49,3,2,85339,93872.90000000001,6,Y,No,13,3,3,40,2,11,6,2
7099,EMP07099,Joseph,Cortez,Male,47,Single,Associate,Marketing,HR,HR Director,5,2023-04-07,2,1,1,2,No,,Non-Travel,176,45,1,22,1,4,83290,91619.00000000001,10,Y,No,12,4,1,40,0,12,1,4
7100,EMP07100,Ian,Morrison,Male,47,Married,Master,Technical Degree,Sales,Sales Director,5,2023-01-25,1,0,0,0,Yes,2024-04-16,Non-Travel,184,32,1,23,3,4,101774,111951.40000000001,0,Y,No,13,3,1,40,0,1,3,3
7101,EMP07101,Christine,Phillips,Female,47,Married,PhD,Life Sciences,HR,HR Director,5,2017-07-28,7,0,0,4,No,,Non-Travel,392,24,1,49,4,1,86170,94787.00000000001,8,Y,Yes,14,2,2,40,0,15,1,1
7102,EMP07102,Rebecca,Fernandez,Female,32,Married,Bachelor,Technical Degree,Sales,Sales Director,5,2023-03-24,2,2,2,1,No,,Non-Travel,280,1,1,35,1,1,87323,96055.3,2,Y,No,15,4,3,40,0,4,2,3
7103,EMP07103,Jackson,Bautista,Male,46,Single,Bachelor,Technical Degree,R&D,R&D Manager,4,2019-08-07,5,1,1,2,No,,Travel_Rarely,392,33,1,49,1,4,102663,112929.3,5,Y,No,11,4,2,40,0,10,0,3
7104,EMP07104,Laura,Reynolds,Female,56,Married,Master,Other,R&D,Director of R&D,5,2023-03-26,1,1,0,1,Yes,2024-04-24,Travel_Rarely,264,7,1,33,1,4,159443,175387.30000000002,10,Y,No,19,5,4,40,0,11,3,1
7105,EMP07105,Aaron,Jackson,Male,48,Married,PhD,Marketing,HR,HR Director,5,2024-07-08,0,0,0,0,No,,Non-Travel,344,2,1,43,1,4,80813,88894.3,6,Y,Yes,24,3,2,40,1,6,5,3
7106,EMP07106,Michael,Blake,Male,37,Married,High School,Life Sciences,HR,HR Manager,3,2014-04-08,11,1,1,3,No,,Non-Travel,216,25,1,27,3,2,57970,63767.00000000001,10,Y,No,13,3,1,40,0,21,3,4
7107,EMP07107,Melissa,Pierce,Female,50,Married,Master,Technical Degree,HR,HR Director,5,2023-07-12,1,0,0,0,No,,Non-Travel,248,44,1,31,4,4,71585,78743.5,0,Y,Yes,17,4,3,40,0,1,5,1
7108,EMP07108,Clinton,Cochran,Male,53,Single,PhD,Life Sciences,Sales,Sales Director,5,2019-11-15,5,0,0,2,No,,Non-Travel,336,24,1,42,3,3,107926,118718.6,0,Y,No,19,4,3,40,0,5,2,3
7109,EMP07109,Brian,Patel,Male,30,Married,Associate,Marketing,R&D,Senior Researcher,2,2024-05-21,1,0,0,0,No,,Travel_Rarely,264,21,1,33,1,4,76391,84030.1,7,Y,No,16,3,1,40,1,8,5,4
7110,EMP07110,Jodi,Reyes,Female,44,Single,Associate,Technical Degree,R&D,R&D Manager,4,2022-03-09,3,2,2,3,No,,Non-Travel,296,25,1,37,4,2,119400,131340.0,4,Y,Yes,17,4,2,40,2,7,2,3
7111,EMP07111,Thomas,Richardson,Male,36,Single,Master,Medical,R&D,R&D Manager,4,2019-09-09,2,1,1,0,Yes,2021-12-12,Travel_Rarely,216,5,1,27,2,2,133340,146674.0,7,Y,No,23,3,1,40,1,9,4,2
7112,EMP07112,Kylie,Collins,Female,51,Single,Master,Life Sciences,Sales,Sales Director,5,2022-06-13,3,2,2,3,No,,Travel_Frequently,264,21,1,33,3,2,117295,129024.50000000001,6,Y,No,13,3,4,40,0,9,0,3
7113,EMP07113,John,Meadows,Male,36,Single,Bachelor,Medical,R&D,Director of R&D,5,2018-06-16,5,5,0,5,Yes,2024-04-11,Travel_Rarely,320,17,1,40,1,4,132977,146274.7,6,Y,No,11,3,2,40,2,11,4,3
7114,EMP07114,Jason,Briggs,Male,39,Single,Master,Medical,R&D,R&D Manager,4,2021-10-24,3,0,0,2,No,,Non-Travel,464,4,1,58,1,4,119023,130925.30000000002,8,Y,No,19,3,1,40,2,11,2,3
7115,EMP07115,Laura,Taylor,Female,43,Single,Bachelor,Technical Degree,HR,HR Manager,3,2024-07-23,0,0,0,0,No,,Non-Travel,176,18,1,22,1,1,52877,58164.700000000004,3,Y,No,19,3,2,40,0,3,3,2
7116,EMP07116,Kyle,Mason,Male,34,Married,Bachelor,Life Sciences,R&D,R&D Manager,4,2015-02-25,10,7,2,2,No,,Travel_Rarely,192,36,1,24,4,2,106305,116935.50000000001,1,Y,Yes,21,1,3,40,0,11,2,2
7117,EMP07117,Kelsey,Alvarez,Female,36,Single,Bachelor,Technical Degree,Sales,Sales Director,5,2016-07-11,8,7,0,4,No,,Travel_Rarely,456,46,1,57,3,3,90530,99583.00000000001,9,Y,No,17,5,1,40,0,17,4,3
7118,EMP07118,Scott,Lee,Male,57,Single,High School,Technical Degree,R&D,Senior Researcher,2,2019-07-23,5,4,0,0,No,,Travel_Rarely,288,39,1,36,2,4,96474,106121.40000000001,8,Y,No,13,3,3,40,3,13,0,3
7119,EMP07119,Andrea,Norris,Female,35,Married,PhD,Technical Degree,R&D,R&D Manager,4,2024-03-15,1,0,0,0,No,,Non-Travel,304,13,1,38,3,4,118600,130460.00000000001,0,Y,No,12,2,3,40,3,1,6,3
7120,EMP07120,Ashley,Chung,Female,38,Single,Bachelor,Technical Degree,R&D,Director of R&D,5,2024-12-05,0,0,0,0,No,,Non-Travel,192,32,1,24,2,3,132383,145621.30000000002,6,Y,Yes,24,5,2,40,0,6,0,3
7121,EMP07121,Barry,Bryant,Male,32,Single,Bachelor,Technical Degree,Sales,Sales Manager,3,2023-12-17,1,1,1,1,No,,Non-Travel,304,40,1,38,3,3,83254,91579.40000000001,10,Y,No,15,3,1,40,2,11,5,3
7122,EMP07122,Jamie,George,Male,47,Single,PhD,Medical,HR,HR Director,5,2024-07-23,0,0,0,0,No,,Travel_Rarely,432,34,1,54,1,3,95633,105196.3,9,Y,Yes,19,2,1,40,0,9,6,2
7123,EMP07123,Luis,Yang,Male,57,Married,Bachelor,Marketing,R&D,R&D Manager,4,2013-01-28,12,8,4,6,No,,Non-Travel,256,8,1,32,4,2,95307,104837.70000000001,1,Y,No,14,4,3,40,1,13,3,3
7124,EMP07124,Veronica,Frederick,Female,41,Married,High School,Life Sciences,R&D,Research Scientist,1,2013-09-23,9,4,3,8,Yes,2022-12-18,Non-Travel,312,21,1,39,4,2,40265,44291.5,0,Y,No,20,3,4,40,0,9,5,3
7125,EMP07125,Brandon,Byrd,Male,44,Single,Bachelor,Marketing,HR,HR Manager,3,2024-02-08,1,1,1,1,No,,Travel_Rarely,168,42,1,21,3,2,61624,67786.40000000001,10,Y,No,23,4,3,40,0,11,4,4
7126,EMP07126,Brett,Fowler,Male,45,Married,Master,Other,R&D,R&D Manager,4,2018-05-18,7,7,0,4,No,,Non-Travel,456,44,1,57,4,2,112770,124047.00000000001,10,Y,No,22,3,4,40,0,17,3,3
7127,EMP07127,Justin,Garcia,Male,34,Married,Associate,Technical Degree,HR,HR Director,5,2011-11-01,13,4,1,6,No,,Non-Travel,312,10,1,39,4,2,87888,96676.8,2,Y,No,13,4,1,40,0,15,0,3
7128,EMP07128,Emily,Tanner,Female,49,Married,Master,Life Sciences,R&D,Director of R&D,5,2014-02-04,8,5,3,6,Yes,2022-12-03,Travel_Rarely,336,21,1,42,2,4,159551,175506.1,2,Y,No,17,2,1,40,0,10,6,2
7129,EMP07129,Randy,Richardson,Male,46,Single,Master,Technical Degree,R&D,Director of R&D,5,2024-09-16,0,0,0,0,No,,Non-Travel,368,6,1,46,1,2,147086,161794.6,6,Y,No,19,2,4,40,1,6,1,3
7130,EMP07130,Kevin,Burton,Male,55,Married,Associate,Marketing,R&D,R&D Manager,4,2022-03-17,3,1,0,3,No,,Travel_Rarely,456,25,1,57,2,1,95013,104514.3,7,Y,Yes,19,3,1,40,0,10,4,1
7131,EMP07131,Stephanie,White,Female,58,Single,High School,Technical Degree,R&D,Senior Researcher,2,2020-08-22,4,1,0,2,No,,Non-Travel,232,8,1,29,2,2,84296,92725.6,2,Y,No,19,4,4,40,0,6,2,3
7132,EMP07132,Stephanie,Ramirez,Female,51,Single,Master,Other,R&D,Director of R&D,5,2018-04-06,7,3,3,0,No,,Non-Travel,208,32,1,26,4,4,132521,145773.1,10,Y,Yes,21,4,1,40,2,17,6,3
7133,EMP07133,Samantha,Lopez,Female,52,Married,Master,Technical Degree,Sales,Sales Director,5,2023-12-25,1,0,0,0,No,,Travel_Rarely,392,25,1,49,2,4,100558,110613.8,0,Y,Yes,18,3,2,40,2,1,5,3
7134,EMP07134,Sarah,Kane,Female,45,Single,Bachelor,Marketing,R&D,Senior Researcher,2,2024-04-08,1,1,1,1,No,,Non-Travel,400,43,1,50,2,2,78803,86683.3,10,Y,No,23,4,1,40,0,11,5,3
7135,EMP07135,Paula,Riley,Female,39,Single,Associate,Technical Degree,Sales,Sales Manager,3,2020-03-12,5,1,1,1,No,,Non-Travel,456,24,1,57,3,2,58194,64013.40000000001,8,Y,Yes,24,4,3,40,3,13,4,3
7136,EMP07136,Stephanie,Harper,Female,38,Single,Bachelor,Marketing,R&D,Director of R&D,5,2020-02-14,5,2,1,3,No,,Travel_Frequently,176,23,1,22,1,3,133294,146623.40000000002,9,Y,No,11,3,4,40,1,14,5,4
7137,EMP07137,Charlene,Mullins,Female,55,Married,Bachelor,Technical Degree,R&D,R&D Manager,4,2020-01-25,5,3,0,3,No,,Non-Travel,432,39,1,54,1,3,90656,99721.6,6,Y,No,12,3,4,40,2,11,1,2
7138,EMP07138,Steven,Cox,Male,41,Divorced,PhD,Medical,Sales,Sales Director,5,2017-04-25,8,7,2,0,No,,Travel_Rarely,456,38,1,57,1,3,128808,141688.80000000002,8,Y,No,19,3,3,40,0,16,1,2
7139,EMP07139,John,Robinson,Male,52,Married,Associate,Medical,HR,HR Manager,3,2022-07-17,2,1,0,2,No,,Non-Travel,360,24,1,45,3,3,56741,62415.100000000006,8,Y,Yes,13,4,2,40,0,10,6,3
7140,EMP07140,Joseph,Ball,Male,41,Married,Bachelor,Medical,R&D,Director of R&D,5,2016-05-22,9,5,1,7,No,,Non-Travel,336,36,1,42,3,2,156464,172110.40000000002,4,Y,No,23,3,2,40,0,13,2,4
7141,EMP07141,Peter,Thompson,Male,57,Married,Associate,Technical Degree,Sales,Sales Executive,1,2022-09-15,2,1,0,0,No,,Non-Travel,160,31,1,20,1,3,38001,41801.100000000006,2,Y,No,21,4,2,40,0,4,2,1
7142,EMP07142,Brian,May,Male,49,Divorced,PhD,Medical,HR,HR Director,5,2024-08-08,0,0,0,0,No,,Non-Travel,248,24,1,31,4,4,85890,94479.00000000001,1,Y,No,23,3,1,40,0,1,4,4
7143,EMP07143,Matthew,Barker,Male,50,Divorced,Bachelor,Life Sciences,R&D,R&D Manager,4,2020-10-01,4,1,1,3,No,,Travel_Rarely,192,20,1,24,1,1,125188,137706.80000000002,6,Y,No,12,3,2,40,1,10,3,3
